id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,plike,ber,bcr,accuracy,max_iter,prec_score,cohen_kappa_score,avg_prec_score,rec_score,imb_sens_micro,hamming_loss,zero_one_loss,fbeta_score,probability,roc_auc_score,gamma,imb_spec_micro,C,log_loss,matthews_corrcoef,f1_score
HOS,0,4.5,0.8148719220114,0.8886365242112436,0.7518876207199299,0.7264248704663213,0.7389493013415067,0.4599406818684817,0.7433061699650756,856.4,420.6,158.4,282.6,579.0,1139.0,0.5982848880145268,0.8439977806393768,0.7264248704663213,0.7518876207199299,0.656030692167011,0.795210345942533,2.7544287046262275,0.24811237928007027,0.7518876207199299,0.7433061699650756,-1.0,0.7433061699650756,0.45436135506848474,0.7990472895431802,0.7433061699650756,0.7433061699650756,0.2566938300349243,0.2566938300349243,0.7433061699650756,True,0.7391562455931255,0.09999999999999999,0.7433061699650756,0.09999999999999999,8.865964520598695,0.4599406818684817,0.7433061699650758
HOS,1,4.5,0.9096562296715145,0.9392493790115356,0.9992098331870061,0.13454231433506045,0.36502630680830356,0.30106602534222465,0.7077997671711291,1138.1,77.9,501.1,0.9,579.0,1139.0,0.9889205126676968,0.6943559840923597,0.13454231433506045,0.9992098331870061,0.23598924215250577,0.8193291835855574,1.1554860777568574,0.0007901668129938755,0.9992098331870061,0.7077997671711291,-1.0,0.7077997671711291,0.16958024019899112,0.6943299427164762,0.7077997671711291,0.7077997671711291,0.29220023282887075,0.29220023282887075,0.7077997671711291,True,0.5668760737610333,1.0,0.7077997671711291,0.09999999999999999,10.092471727891404,0.30106602534222465,0.7077997671711291
HOS,2,4.5,0.7218019927791703,0.837466097118658,0.6131694468832309,0.7303972366148531,0.6691783875555619,0.32484757020890564,0.6526775320139697,698.4,422.9,156.1,440.6,579.0,1139.0,0.489812298474453,0.817336085132809,0.7303972366148531,0.6131694468832309,0.5863523698461892,0.7006389353882566,2.2750673658077343,0.38683055311676906,0.6131694468832309,0.6526775320139697,-1.0,0.6526775320139697,0.3065628686557308,0.7576209102959532,0.6526775320139697,0.6526775320139697,0.3473224679860302,0.34732246798603034,0.6526775320139697,True,0.6717833417490422,0.009999999999999998,0.6526775320139697,0.09999999999999999,11.996165711293399,0.32484757020890564,0.6526775320139697
HOS,3,4.5,0.9019155214479264,0.9372639990894607,0.8470588235294118,0.8006908462867012,0.8235345770821167,0.6337732163781307,0.831431897555297,964.8,463.6,115.4,174.2,579.0,1139.0,0.7269195640094177,0.8931825630770904,0.8006908462867012,0.8470588235294118,0.7619967906245285,0.8694987895571359,4.254788701465824,0.15294117647058822,0.8470588235294118,0.831431897555297,-1.0,0.831431897555297,0.6319745395102222,0.8579720935196192,0.831431897555297,0.831431897555297,0.16856810244470316,0.16856810244470313,0.831431897555297,True,0.8238748349080565,0.09999999999999999,0.831431897555297,1.0,5.8221897075143065,0.6337732163781307,0.831431897555297
HOS,4,4.5,0.9353356654702714,0.960421857225928,0.9845478489903424,0.5309153713298791,0.7229498221509857,0.6221681160895194,0.8316647264260768,1121.4,307.4,271.6,17.6,579.0,1139.0,0.9459841229825321,0.8050409230272466,0.5309153713298791,0.9845478489903424,0.6800345139596995,0.8857847440078166,2.099793340971197,0.0154521510096576,0.9845478489903424,0.8316647264260768,-1.0,0.8316647264260768,0.5777485521558099,0.8028430298742977,0.8316647264260768,0.8316647264260768,0.16833527357392317,0.1683352735739232,0.8316647264260768,True,0.7577316101601107,1.0,0.8316647264260768,1.0,5.814220782345873,0.6221681160895194,0.8316647264260768
HOS,5,4.5,0.7762291862843661,0.8681816994682425,0.6647058823529413,0.7658031088082902,0.7133999866761804,0.4073862900639149,0.698777648428405,757.1,443.4,135.6,381.9,579.0,1139.0,0.5373437965527315,0.8481618634346276,0.7658031088082902,0.6647058823529413,0.6314862491572897,0.7452458653652514,2.841750982217152,0.3352941176470588,0.6647058823529413,0.698777648428405,-1.0,0.698777648428405,0.3897704152428852,0.7860432493181086,0.698777648428405,0.698777648428405,0.3012223515715949,0.3012223515715949,0.6987776484284052,True,0.7152544955806157,0.009999999999999998,0.698777648428405,1.0,10.403914557495817,0.4073862900639149,0.698777648428405
HOS,6,4.5,0.7146864731508564,0.8255490526644378,0.7815627743634768,0.48877374784110544,0.6175781206683426,0.2769232150486136,0.6828870779976717,890.2,283.0,296.0,248.8,579.0,1139.0,0.5332132773466738,0.7505790861117584,0.48877374784110544,0.7815627743634768,0.5092963733812137,0.7655329600091927,1.5301937426270482,0.2184372256365233,0.7815627743634768,0.6828870779976717,-1.0,0.6828870779976717,0.2759291738912018,0.7313683660264318,0.6828870779976717,0.6828870779976717,0.3171129220023283,0.3171129220023283,0.6828870779976717,True,0.6351682611022911,0.09999999999999999,0.6828870779976717,0.009999999999999998,10.952830070306565,0.2769232150486136,0.6828870779976717
HOS,7,4.5,0.4590741052433656,0.794564869707179,0.9994732221246705,0.12452504317789292,0.3511964758648721,0.2900920219216888,0.7045983701979047,1138.4,72.1,506.9,0.6,579.0,1139.0,0.9925181834840988,0.6919631782150641,0.12452504317789292,0.9994732221246705,0.22042153024584193,0.8177490987290643,1.1425549595450646,0.0005267778753292429,0.9994732221246705,0.7045983701979047,-1.0,0.7045983701979047,0.15772064306536598,0.691946108719644,0.7045983701979047,0.7045983701979047,0.2954016298020955,0.2954016298020955,0.7045983701979047,True,0.5619991326512818,1.0,0.7045983701979047,0.009999999999999998,10.203046761556775,0.2900920219216888,0.7045983701979047
HOS,8,4.5,0.681947394996975,0.8034507948668399,0.41211589113257246,0.8134715025906735,0.5788377051806177,0.22588273649979212,0.5473806752037252,469.4,471.0,108.0,669.6,579.0,1139.0,0.41295528573194706,0.813245197648869,0.8134715025906735,0.41211589113257246,0.5477675363964484,0.5468380631902721,2.2192922277666947,0.5878841088674276,0.41211589113257246,0.5473806752037252,-1.0,0.5473806752037252,0.18215117736521336,0.7248214367508314,0.5473806752037252,0.5473806752037252,0.45261932479627476,0.45261932479627476,0.5473806752037252,True,0.6127936968616231,0.009999999999999998,0.5473806752037252,0.009999999999999998,15.632967916883008,0.22588273649979212,0.5473806752037252
HOSbal,0,4.5,0.8095875802780685,0.8057180918137812,0.7452504317789292,0.7264248704663213,0.7356674394727387,0.47191043514407427,0.7358376511226251,431.5,420.6,158.4,147.5,579.0,579.0,0.7404939238048389,0.7316518993935488,0.7264248704663213,0.7452504317789292,0.7332688858532578,0.7382736758551947,2.7298158669711095,0.2547495682210708,0.7452504317789292,0.7358376511226251,-1.0,0.7358376511226251,0.47167530224525045,0.672575859779434,0.7358376511226251,0.7358376511226251,0.2641623488773747,0.26416234887737483,0.7358376511226251,True,0.7358376511226252,0.09999999999999999,0.7358376511226251,0.09999999999999999,9.123953674815304,0.47191043514407427,0.7358376511226251
HOSbal,1,4.5,0.9117883850722317,0.8911682540702474,0.9987910189982729,0.13454231433506045,0.3649460255030489,0.26412061683847365,0.5666666666666667,578.3,77.9,501.1,0.7,579.0,579.0,0.9914558429115431,0.5358557593237927,0.13454231433506045,0.9987910189982729,0.23606053572607433,0.6974707256276532,1.1549943730884635,0.0012089810017270942,0.9987910189982729,0.5666666666666667,-1.0,0.5666666666666667,0.13333333333333336,0.535809426126343,0.5666666666666667,0.5666666666666667,0.4333333333333334,0.4333333333333334,0.5666666666666667,True,0.5666666666666667,1.0,0.5666666666666667,0.09999999999999999,14.967149113331999,0.26412061683847365,0.5666666666666667
HOSbal,2,4.5,0.7215415178930978,0.7335999034185692,0.6219343696027634,0.7303972366148531,0.6739335199534233,0.35446521554672816,0.6761658031088082,360.1,422.9,156.1,218.9,579.0,579.0,0.6589942999658721,0.6976189037914433,0.7303972366148531,0.6219343696027634,0.6928229243054378,0.6575483195907232,2.307456345436097,0.3780656303972366,0.6219343696027634,0.6761658031088082,-1.0,0.6761658031088082,0.35233160621761656,0.6229019293189977,0.6761658031088082,0.6761658031088082,0.3238341968911917,0.3238341968911917,0.6761658031088082,True,0.6761658031088082,0.009999999999999998,0.6761658031088082,0.09999999999999999,11.18494470228874,0.35446521554672816,0.6761658031088082
HOSbal,3,4.5,0.8998808319984727,0.8856384018845536,0.850259067357513,0.8006908462867012,0.8250893595512812,0.6517784953115363,0.825474956822107,492.3,463.6,115.4,86.7,579.0,579.0,0.8424684501700437,0.8101398306957819,0.8006908462867012,0.850259067357513,0.8210287108284924,0.8296983956871579,4.270908728011601,0.14974093264248706,0.850259067357513,0.825474956822107,-1.0,0.825474956822107,0.6509499136442142,0.7636960490532655,0.825474956822107,0.825474956822107,0.1745250431778929,0.1745250431778929,0.825474956822107,True,0.825474956822107,0.09999999999999999,0.825474956822107,1.0,6.0279611251769385,0.6517784953115363,0.825474956822107
HOSbal,4,4.5,0.9363557858376511,0.9290957195992394,0.9820379965457686,0.5309153713298791,0.7220305696745019,0.5747814015707244,0.7564766839378237,568.6,307.4,271.6,10.4,579.0,579.0,0.9673114436140591,0.6767752705355271,0.5309153713298791,0.9820379965457686,0.6854948708461992,0.8013075780588329,2.0944811484726618,0.017962003454231434,0.9820379965457686,0.7564766839378237,-1.0,0.7564766839378237,0.5129533678756477,0.6736016299538417,0.7564766839378237,0.7564766839378237,0.24352331606217614,0.24352331606217614,0.7564766839378237,True,0.7564766839378239,1.0,0.7564766839378237,1.0,8.411184899850479,0.5747814015707244,0.7564766839378237
HOSbal,5,4.5,0.7715051261629692,0.7752247075381721,0.668566493955095,0.7658031088082902,0.7154780070794068,0.43651289336937815,0.7171848013816926,387.1,443.4,135.6,191.9,579.0,579.0,0.6979849955214215,0.740683287513233,0.7658031088082902,0.668566493955095,0.7302741133916573,0.702709080700955,2.85854980740642,0.33143350604490507,0.668566493955095,0.7171848013816926,-1.0,0.7171848013816926,0.4343696027633851,0.6608785412462912,0.7171848013816926,0.7171848013816926,0.2828151986183074,0.2828151986183074,0.7171848013816926,True,0.7171848013816924,0.009999999999999998,0.7171848013816926,1.0,9.76818453777615,0.43651289336937815,0.7171848013816927
HOSbal,6,4.5,0.7140819589489353,0.7130601599888782,0.7799654576856649,0.48877374784110544,0.6169522352850645,0.28132022510212773,0.6343696027633852,451.6,283.0,296.0,127.4,579.0,579.0,0.6903249110291422,0.6042297148003857,0.48877374784110544,0.7799654576856649,0.5717125685293456,0.6807167733303479,1.5271023139141016,0.2200345423143351,0.7799654576856649,0.6343696027633852,-1.0,0.6343696027633852,0.26873920552677033,0.5811988998331175,0.6343696027633852,0.6343696027633852,0.36563039723661483,0.36563039723661483,0.634369602763385,True,0.6343696027633852,0.09999999999999999,0.6343696027633852,0.009999999999999998,12.628630920936548,0.28132022510212773,0.6343696027633852
HOSbal,7,4.5,0.4586534761559594,0.7067272226256698,0.9993091537132989,0.12452504317789292,0.35116415152382485,0.2547286934296604,0.5619170984455959,578.6,72.1,506.9,0.4,579.0,579.0,0.9950901246266252,0.5331193494330424,0.12452504317789292,0.9993091537132989,0.22049183144333395,0.6952739822469047,1.1423602917095053,0.0006908462867011966,0.9993091537132989,0.5619170984455959,-1.0,0.5619170984455959,0.12383419689119171,0.5330929026579259,0.5619170984455959,0.5619170984455959,0.4380829015544042,0.4380829015544042,0.5619170984455959,True,0.5619170984455959,1.0,0.5619170984455959,0.009999999999999998,15.131197392984074,0.2547286934296604,0.5619170984455959
HOSbal,8,4.5,0.682449789852673,0.6814630380749108,0.40587219343696024,0.8134715025906735,0.5744177613079396,0.24040586902211478,0.6096718480138169,235.0,471.0,108.0,344.0,579.0,579.0,0.5779338912704399,0.6856074567832028,0.8134715025906735,0.40587219343696024,0.6757033630548095,0.5096291630336821,2.1854180509091563,0.5941278065630397,0.40587219343696024,0.6096718480138169,-1.0,0.6096718480138169,0.21934369602763382,0.5752192105789733,0.6096718480138169,0.6096718480138169,0.3903281519861831,0.3903281519861831,0.6096718480138169,True,0.609671848013817,0.009999999999999998,0.6096718480138169,0.009999999999999998,13.481531335943084,0.24040586902211478,0.6096718480138169
