id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,max_iter,imb_spec_micro,cohen_kappa_score,accuracy,fbeta_score,roc_auc_score,f1_score,learning_rate_init,prec_score,imb_sens_micro,warm_start,power_t,alpha,hinge_loss,zero_one_loss,hamming_loss,tol,rec_score,log_loss,pr_curve,avg_prec_score,matthews_corrcoef,momentum
HOS,0,3.0276503540974917,0.0023860977229138726,0.007722886225298709,0.01203981662738602,0.013804224199682236,0.006698046078725149,0.013275187736164047,0.008166546167668513,6.838615844355237,15.874857829634593,15.874857829634605,6.8386158443552505,0.0,0.0,0.004860064952807332,0.010206416912053241,0.013804224199682236,0.01203981662738602,0.008387220227279897,0.007618056332746944,0.06402665188782058,0.09082180240526572,0.012039816627386004,0.01203981662738602,0.0,0.008166546167668513,0.013783798962422822,0.008166546167668513,0.008166546167668497,0.006698162707299196,0.008166546167668513,0.0,0.008166546167668513,0.008166546167668513,0.0,0.0,0.0,,0.008166546167668489,0.00816654616766849,0.0,0.008166546167668513,0.2820691812982786,,0.00695708899947463,0.013275187736164047,0.0
HOS,1,3.0276503540974917,0.0020118162810799905,0.0057150615507902975,0.007732239010328947,0.003819053702492911,0.004247006753233121,0.007903164773286918,0.003513925160317185,4.391911757866833,4.391911757866817,4.391911757866831,4.3919117578668265,0.0,0.0,0.0036887828951201376,0.004067497268193804,0.003819053702492911,0.007732239010328947,0.0029459897069222516,0.005042710292366311,0.047940102748671984,0.034125929027707926,0.007732239010328943,0.007732239010328947,0.0,0.003513925160317185,0.007578469539540231,0.003513925160317185,0.0035139251603171703,0.004216239991031617,0.003513925160317185,0.0,0.003513925160317185,0.003513925160317185,0.0,0.0,0.0,,0.003513925160317185,0.0035139251603171907,0.0,0.003513925160317185,0.12136808025249232,,0.003769280145904587,0.007903164773286918,0.0
HOS,2,3.0276503540974917,0.002007833672087003,0.003356159833695375,0.013434994389941267,0.009472985280022458,0.004589660301561782,0.008143494827003057,0.004197382160027938,7.6310768134866445,10.893933072025794,10.893933072025813,7.631076813486637,0.0,0.0,0.004759423288627186,0.004874559361844137,0.009472985280022458,0.013434994389941267,0.004840774611514361,0.005760156212697863,0.05801217866878176,0.04015842194455878,0.013434994389941264,0.013434994389941267,0.0,0.004197382160027938,0.0077636447745489875,0.004197382160027938,0.00419738216002793,0.00444429470652246,0.004197382160027938,0.0,0.004197382160027938,0.004197382160027938,0.0,0.0,0.0,,0.004197382160027945,0.004197382160027926,0.0,0.004197382160027938,0.14497607264169238,,0.003806058095779142,0.008143494827003057,0.0
HOS,3,3.0276503540974917,0.0019039905334895812,0.004671435469163434,0.011513420462969512,0.010529362032825897,0.0054600227510860945,0.010440679650626127,0.0060269382101993865,6.53962282296668,12.108766337749774,12.108766337749785,6.539622822966678,0.0,0.0,0.00454318198125587,0.007183652872779517,0.010529362032825897,0.011513420462969512,0.006278808838494653,0.006352407885128122,0.05692649489982103,0.06010968246244211,0.011513420462969496,0.011513420462969512,0.0,0.0060269382101993865,0.010522024257121503,0.0060269382101993865,0.006026938210199369,0.0054225991819115745,0.0060269382101993865,0.0,0.0060269382101993865,0.0060269382101993865,0.0,0.0,0.0,,0.006026938210199373,0.00602693821019938,0.0,0.0060269382101993865,0.20816781491868838,,0.005137880420668652,0.010440679650626127,0.0
HOS,4,3.0276503540974917,0.0018256711386033647,0.0042481153991785585,0.0151096505087129,0.010184189038122191,0.00427822831051152,0.007387382325145318,0.003631931379681045,8.582281488948938,11.711817393840546,11.711817393840574,8.582281488948935,0.0,0.0,0.005144356789868549,0.0042249054187261745,0.010184189038122191,0.0151096505087129,0.004696393524762218,0.0056648235723489905,0.06407447594942164,0.0344572439486864,0.015109650508712902,0.0151096505087129,0.0,0.003631931379681045,0.006686294620625102,0.003631931379681045,0.003631931379681,0.004149406671402349,0.003631931379681045,0.0,0.003631931379681045,0.003631931379681045,0.0,0.0,0.0,,0.003631931379681079,0.003631931379681072,0.0,0.003631931379681045,0.12544628659034213,,0.0033095486896862125,0.007387382325145318,0.0
HOS,5,3.0276503540974917,0.002505382514746576,0.005107443508130867,0.5163977794943222,0.5163977794943222,0.0,,0.17493801377514295,293.3139387527751,593.8574464184707,593.8574464184707,293.313938752775,0.0,0.0,0.34566789663473263,0.17072988285958965,0.5163977794943222,0.5163977794943222,0.41412653167257363,0.25661761920627735,,,0.5163977794943222,0.5163977794943222,0.0,0.17493801377514295,0.0,0.17493801377514295,0.17493801377514293,0.0,0.17493801377514295,0.0,0.17493801377514295,0.17493801377514295,0.0,0.0,0.0,,0.17493801377514293,0.17493801377514293,0.0,0.17493801377514295,6.042421335911316,,0.0,0.0,0.0
HOS,6,3.0276503540974917,0.00228215279531103,0.009361808809122223,0.03774208815819936,0.020593177875336554,0.012220201926890783,0.017625615297282373,0.0061554878072236216,21.437506073857257,23.682154556637038,23.682154556637038,21.437506073857254,0.0,0.0,0.012976347316696323,0.009282340360104889,0.020593177875336554,0.03774208815819936,0.007360109464327183,0.015113741751683936,0.17855926049288465,0.09362097985413032,0.03774208815819937,0.03774208815819936,0.0,0.0061554878072236216,0.015910318400998397,0.0061554878072236216,0.006155487807223601,0.010695560424827803,0.006155487807223625,0.0,0.0061554878072236216,0.0061554878072236216,0.0,0.0,0.0,,0.006155487807223629,0.00615548780722363,0.0,0.0061554878072236216,0.21260770684051616,,0.008453089583375196,0.017625615297282373,0.0
HOS,7,3.0276503540974917,0.007847363935901594,0.016519139906037792,0.018603378948541197,0.010172220016860314,0.013700175711120787,0.02619757399442893,0.012087091560985086,10.566719242771411,11.698053019389357,11.698053019389356,10.566719242771407,0.0,0.0,0.00974419086161071,0.016161002402716278,0.010172220016860314,0.018603378948541197,0.009507222811818625,0.01677638078039578,0.22692663552349782,0.2370870018757793,0.01860337894854123,0.018603378948541197,0.0,0.012087091560985086,0.026071892626334546,0.012087091560985086,0.012087091560985086,0.01350256195515928,0.012087091560985037,0.0,0.012087091560985086,0.012087091560985086,0.0,0.0,0.0,,0.012087091560985076,0.012087091560985079,0.0,0.012087091560985086,0.41747846737892946,,0.016807948186974033,0.02619757399442893,0.0
HOS,8,3.0276503540974917,0.005175073678787509,0.009802555201194605,0.009751324588967004,0.01140460925991551,0.005745166551221401,0.013446072143036215,0.00699025360289168,5.538752366533257,13.115300648902837,13.11530064890283,5.5387523665332585,0.0,0.0,0.004116783361004764,0.015206822058644797,0.01140460925991551,0.009751324588967004,0.0059878809218554116,0.008119817816279552,0.1629845614360509,0.44204177455324556,0.009751324588967004,0.009751324588967004,0.0,0.00699025360289168,0.013754115716247173,0.00699025360289168,0.00699025360289168,0.005823344845120532,0.006990253602891685,0.0,0.00699025360289168,0.00699025360289168,0.0,0.0,0.0,,0.00699025360289169,0.0069902536028916655,0.0,0.00699025360289168,0.24144033955655522,,0.011394746130659708,0.013446072143036215,0.0
HOS,9,3.0276503540974917,0.005355296669265489,0.016241258107459657,0.013663756477987002,0.013314731825909351,0.006979656932560218,0.013880588690999599,0.007872692062345867,7.761013679496621,15.311941599795752,15.311941599795745,7.7610136794966085,0.0,0.0,0.005537064335325962,0.0115150877942413,0.013314731825909351,0.013663756477987002,0.007586859691721615,0.008372915463534721,0.09714863601757294,0.13086454968017122,0.013663756477986988,0.013663756477987002,0.0,0.007872692062345867,0.014281021481571158,0.007872692062345867,0.007872692062345867,0.006944259980831067,0.007872692062345874,0.0,0.007872692062345867,0.007872692062345867,0.0,0.0,0.0,,0.00787269206234586,0.007872692062345832,0.0,0.007872692062345867,0.27191929589506403,,0.008298078063221784,0.013880588690999599,0.0
HOS,10,3.0276503540974917,0.008221780210699935,0.013548691984935017,0.01870676261850632,0.014454732735914187,0.009522481111431624,0.018127365588388615,0.009212363663623735,10.625441167311592,16.622942646301283,16.62294264630129,10.625441167311592,0.0,0.0,0.007845630257369812,0.014682709750717395,0.014454732735914187,0.01870676261850632,0.008175258520622942,0.011537631851915132,0.18222726251700155,0.2166676955965679,0.018706762618506328,0.01870676261850632,0.0,0.009212363663623735,0.01830302742102665,0.009212363663623735,0.009212363663623735,0.009307147554440091,0.009212363663623723,0.0,0.009212363663623735,0.009212363663623735,0.0,0.0,0.0,,0.009212363663623728,0.009212363663623699,0.0,0.009212363663623735,0.31818985467027705,,0.011947331487035466,0.018127365588388615,0.0
HOS,11,3.0276503540974917,0.028930920323963574,0.05135293984768588,0.09837490869549873,0.2416095471684092,0.2306486323299956,,0.12999519283344463,55.876948139043286,277.85097924367057,277.8509792436706,55.876948139043286,0.0,0.0,0.26436715864626287,0.08316546330721256,0.2416095471684092,0.09837490869549873,0.2523957691337568,0.046688905924254974,,0.6224778025494765,0.09837490869549875,0.09837490869549873,0.0,0.12999519283344463,0.1400122966073497,0.12999519283344463,0.1299951928334446,0.07321501361359768,0.12999519283344463,0.0,0.12999519283344463,0.12999519283344463,0.0,0.0,0.0,,0.12999519283344463,0.12999519283344463,0.0,0.12999519283344463,4.490004059863015,,0.058408596001788056,0.1412098453617758,0.0
HOS,12,3.0276503540974917,0.0032121990847210615,0.01120363782059981,0.032886896680680025,0.025085445244543546,0.008057824375287397,0.011110799936585309,0.007882249783556741,18.679757314626276,28.848262031225076,28.848262031225072,18.679757314626254,0.0,0.0,0.00995296489360279,0.013199368338795895,0.025085445244543546,0.032886896680680025,0.010332924709198105,0.009728111435872808,0.14409155435537732,0.13512766356223968,0.03288689668068006,0.032886896680680025,0.0,0.007882249783556741,0.010914981578102922,0.007882249783556741,0.007882249783556691,0.0067695072335071564,0.007882249783556741,0.0,0.007882249783556741,0.007882249783556741,0.0,0.0,0.0,,0.007882249783556733,0.007882249783556755,0.0,0.007882249783556741,0.2722547193970072,,0.0059200102612524935,0.011110799936585309,0.0
HOS,13,3.0276503540974917,0.0033611847129515855,0.01193003403735538,0.01475445950381169,0.009704302806676198,0.009453704762842744,0.018087156950182825,0.008573141370618922,8.38053299816505,11.159948227677596,11.159948227677601,8.380532998165046,0.0,0.0,0.007072069719803368,0.012206715749938804,0.009704302806676198,0.01475445950381169,0.007035528528492465,0.011551602153581348,0.15133619633982062,0.17113780926825903,0.014754459503811705,0.01475445950381169,0.0,0.008573141370618922,0.01804487365330903,0.008573141370618922,0.008573141370618922,0.009297661735340903,0.008573141370618867,0.0,0.008573141370618922,0.008573141370618922,0.0,0.0,0.0,,0.008573141370618896,0.008573141370618903,0.0,0.008573141370618922,0.2961100984588196,,0.011416188624649314,0.018087156950182825,0.0
HOS,14,3.0276503540974917,0.004245055486510562,0.007362692953829128,0.011537325851723882,0.009904394905157175,0.007094465344732723,0.0144975140446578,0.007113304112551859,6.553201083779161,11.390054140930733,11.390054140930733,6.553201083779165,0.0,0.0,0.00514430915007628,0.01345642977507567,0.009904394905157175,0.011537325851723882,0.0058578984251906946,0.009261651220338911,0.21485331741686267,0.3831753115203996,0.011537325851723875,0.011537325851723882,0.0,0.007113304112551859,0.014753309045165457,0.007113304112551859,0.007113304112551859,0.0069908037880911525,0.007113304112551834,0.0,0.007113304112551859,0.007113304112551859,0.0,0.0,0.0,,0.007113304112551866,0.007113304112551841,0.0,0.007113304112551859,0.2456893167547209,,0.011867729917364222,0.0144975140446578,0.0
HOS,15,3.0276503540974917,0.007988334622509733,0.02016461555825262,0.021447101877240884,0.020100357325910388,0.008613937063261311,0.017230068769840703,0.010216983444692716,12.181953866272847,23.11541092479697,23.115410924796954,12.181953866272867,0.0,0.0,0.007728023578325795,0.016327282055564482,0.020100357325910388,0.021447101877240884,0.01029355747718316,0.010475257229335597,0.13153542610818408,0.19347043329296104,0.021447101877240905,0.021447101877240884,0.0,0.010216983444692716,0.017748792001600386,0.010216983444692716,0.010216983444692716,0.008521797616191979,0.010216983444692712,0.0,0.010216983444692716,0.010216983444692716,0.0,0.0,0.0,,0.010216983444692716,0.010216983444692723,0.0,0.010216983444692716,0.3528913078981398,,0.010457468862332139,0.017230068769840703,0.0
HOS,16,3.0276503540974917,0.008366449510811613,0.014176886091492893,0.024307395556063788,0.01816283785230108,0.011147743338982198,0.02078584920833048,0.010574044205633761,13.806600675844226,20.88726353014625,20.887263530146253,13.806600675844226,0.0,0.0,0.009816355908853954,0.01724544571731934,0.01816283785230108,0.024307395556063788,0.009597550836215569,0.013488468814854654,0.21454830977871256,0.25111056947354476,0.024307395556063774,0.024307395556063788,0.0,0.010574044205633761,0.02095081056125547,0.010574044205633761,0.010574044205633773,0.010796106135938071,0.010574044205633742,0.0,0.010574044205633761,0.010574044205633761,0.0,0.0,0.0,,0.01057404420563376,0.010574044205633773,0.0,0.010574044205633761,0.3652219228351226,,0.013520724219474582,0.02078584920833048,0.0
HOS,17,3.0276503540974917,0.011905044187198335,0.02021609358341431,0.02608698447287892,0.01671235074748092,0.013040581170070273,0.023369731660384568,0.011163382933556372,14.817407180595254,19.219203359603068,19.21920335960308,14.817407180595243,0.0,0.0,0.010747914675489492,0.015516045156096862,0.01671235074748092,0.02608698447287892,0.009845434472548636,0.015598095502551127,0.18932567153874655,0.1847985885260636,0.02608698447287894,0.02608698447287892,0.0,0.011163382933556372,0.023213443954451088,0.011163382933556372,0.011163382933556372,0.012463235632282837,0.011163382933556443,0.0,0.011163382933556372,0.011163382933556372,0.0,0.0,0.0,,0.011163382933556436,0.011163382933556424,0.0,0.011163382933556372,0.38557586803463184,,0.013758361036212993,0.023369731660384568,0.0
HOS,18,3.0276503540974917,0.0048130252285569575,0.008947999301771403,0.0183948685664994,0.03468634020788921,0.010048343314393885,0.02218496134057795,0.018133621832045654,10.448285345771659,39.88929123907261,39.88929123907262,10.448285345771653,0.0,0.0,0.004113532170172304,0.02264400520083874,0.03468634020788921,0.0183948685664994,0.02030529817342649,0.009784964673805163,0.056672562645439496,0.20158754962389086,0.018394868566499394,0.0183948685664994,0.0,0.018133621832045654,0.02541115146183634,0.018133621832045654,0.018133621832045674,0.010299011806613868,0.018133621832045643,0.0,0.018133621832045654,0.018133621832045654,0.0,0.0,0.0,,0.018133621832045654,0.018133621832045647,0.0,0.018133621832045654,0.6263314296928549,,0.012630877145217366,0.02218496134057795,0.0
HOS,19,3.0276503540974917,0.0062947713858498185,0.007802294740915799,0.01873251938490057,0.013985319515147629,0.0100691132994343,0.019101070972488907,0.009585848910501238,10.640071010623526,16.08311744241979,16.083117442419752,10.640071010623522,0.0,0.0,0.008200036966275574,0.013806912238169974,0.013985319515147629,0.01873251938490057,0.008503446827351397,0.012102887122627904,0.17684726576983315,0.17837952341613103,0.018732519384900576,0.01873251938490057,0.0,0.009585848910501238,0.01915482020183446,0.009585848910501238,0.00958584891050124,0.009904334406505119,0.009585848910501248,0.0,0.009585848910501238,0.009585848910501238,0.0,0.0,0.0,,0.009585848910501219,0.009585848910501233,0.0,0.009585848910501238,0.33108937991023984,,0.011885188803961843,0.019101070972488907,0.0
HOS,20,3.0276503540974917,0.0027053995110358376,0.005438092461059962,0.011142510296976264,0.011715309522614825,0.004979504372320789,0.010905514764545345,0.006293382035285433,6.328945848682505,13.47260595100707,13.472605951007067,6.328945848682509,0.0,0.0,0.00435269937174164,0.01208926791360341,0.011715309522614825,0.011142510296976264,0.00588961482262493,0.006420175423650492,0.12333742593706526,0.21144994367965578,0.01114251029697626,0.011142510296976264,0.0,0.006293382035285433,0.011404500070776593,0.006293382035285433,0.006293382035285433,0.005029096089556002,0.006293382035285464,0.0,0.006293382035285433,0.006293382035285433,0.0,0.0,0.0,,0.006293382035285436,0.006293382035285453,0.0,0.006293382035285433,0.21737127559505928,,0.008090101927318443,0.010905514764545345,0.0
HOS,21,3.0276503540974917,0.00958627384059307,0.010546300912310635,0.023357249860156467,0.015750896394811142,0.013472594396287101,0.025773467822049458,0.012412081648714214,13.26691792056886,18.11353085403285,18.113530854032852,13.266917920568856,0.0,0.0,0.011044231018281128,0.01671698121474969,0.015750896394811142,0.023357249860156467,0.01065377389320947,0.016203424223556546,0.21743246594189578,0.19754911189448462,0.02335724986015646,0.023357249860156467,0.0,0.012412081648714214,0.025484081498207155,0.012412081648714214,0.012412081648714235,0.013397986594556488,0.012412081648714206,0.0,0.012412081648714214,0.012412081648714214,0.0,0.0,0.0,,0.012412081648714239,0.012412081648714239,0.0,0.012412081648714214,0.4287047347964638,,0.015072756140563144,0.025773467822049458,0.0
HOS,22,3.0276503540974917,0.009634713319637549,0.012901036687820994,0.018205734992480068,0.013681957726647676,0.012649093890071262,0.024571681482258707,0.01199956847630912,10.340857475728658,15.734251385644844,15.734251385644844,10.340857475728662,0.0,0.0,0.009068829328580342,0.017018371430552535,0.013681957726647676,0.018205734992480068,0.010012770954019772,0.015429909486767647,0.20885924593994293,0.23995595693511731,0.018205734992480065,0.018205734992480068,0.0,0.01199956847630912,0.024697224030949094,0.01199956847630912,0.011999568476309135,0.012515569637561891,0.011999568476309107,0.0,0.01199956847630912,0.01199956847630912,0.0,0.0,0.0,,0.011999568476309145,0.011999568476309149,0.0,0.01199956847630912,0.414456797380795,,0.015760767123594192,0.024571681482258707,0.0
HOS,23,3.0276503540974917,0.008418539235604452,0.016695920502055678,0.023783177533757794,0.017065794322381013,0.011990036850446816,0.02213765065781522,0.011066007036506814,13.508844839174404,19.62566347073816,19.625663470738175,13.508844839174397,0.0,0.0,0.009967773626704302,0.015505503054044273,0.017065794322381013,0.023783177533757794,0.010040088895235411,0.014340036197062991,0.18157902880293947,0.18199945696423458,0.023783177533757777,0.023783177533757794,0.0,0.011066007036506814,0.022142146970746252,0.011066007036506814,0.011066007036506814,0.011631532360352807,0.011066007036506877,0.0,0.011066007036506814,0.011066007036506814,0.0,0.0,0.0,,0.0110660070365068,0.011066007036506818,0.0,0.011066007036506814,0.38221324774634075,,0.01304098817606094,0.02213765065781522,0.0
HOS,24,3.0276503540974917,0.005681460037663596,0.01293414637017731,0.044144954108750405,0.05492092040766159,0.008683836748220534,0.02182204622978311,0.023205228786111115,25.07433393377024,63.159058468810876,63.15905846881083,25.074333933770244,0.0,0.0,0.00854638481980015,0.03152148712704037,0.05492092040766159,0.044144954108750405,0.028239626647620343,0.008545904298773062,0.10744598833884828,0.2859831163971112,0.04414495410875043,0.044144954108750405,0.0,0.023205228786111115,0.026561801910024333,0.023205228786111115,0.023205228786111094,0.009065927065178487,0.023205228786111053,0.0,0.023205228786111115,0.023205228786111115,0.0,0.0,0.0,,0.02320522878611111,0.023205228786111073,0.0,0.023205228786111115,0.8015091008876386,,0.012999875550334952,0.02182204622978311,0.0
HOS,25,3.0276503540974917,0.008060054457389942,0.01665975177648776,0.017687602610881963,0.012898062195601186,0.012069311400437328,0.023460036572940036,0.011361429961661762,10.04655828298096,14.832771524941363,14.832771524941355,10.046558282980959,0.0,0.0,0.008811883223536297,0.016077342369861802,0.012898062195601186,0.017687602610881963,0.00944911340255894,0.014729478749490722,0.17848555668555569,0.2136305791616468,0.017687602610881967,0.017687602610881963,0.0,0.011361429961661762,0.023488896926107897,0.011361429961661762,0.011361429961661751,0.011949213534049492,0.011361429961661772,0.0,0.011361429961661762,0.011361429961661762,0.0,0.0,0.0,,0.011361429961661762,0.011361429961661772,0.0,0.011361429961661762,0.39241585096044707,,0.01450445758612196,0.023460036572940036,0.0
HOS,26,3.0276503540974917,0.004800545880012834,0.009316294890391623,0.013592998617254059,0.008517991880442152,0.006366719302233205,0.01160688234266163,0.005370297151857344,7.7208232146003155,9.795690662508449,9.795690662508468,7.720823214600312,0.0,0.0,0.005742437109021107,0.010911709426651263,0.008517991880442152,0.013592998617254059,0.0043510615546744754,0.007727780971669243,0.22101929317720725,0.3236755844502615,0.01359299861725408,0.013592998617254059,0.0,0.005370297151857344,0.011593390616069767,0.005370297151857344,0.005370297151857344,0.006113114153611027,0.005370297151857286,0.0,0.005370297151857344,0.005370297151857344,0.0,0.0,0.0,,0.005370297151857318,0.0053702971518572885,0.0,0.005370297151857344,0.18548655628681454,,0.009148640859536743,0.01160688234266163,0.0
HOS,27,3.0276503540974917,0.0060332345888253,0.024204354545385887,0.04415899462884177,0.038445317374959154,0.008377217666823457,0.014624361314579525,0.013019722772105008,25.08230894918213,44.212114981202966,44.21211498120295,25.082308949182135,0.0,0.0,0.014097203516903418,0.02434554301896788,0.038445317374959154,0.04415899462884177,0.016297726611290007,0.010050812337149382,0.26889217825500616,0.29242179249092476,0.04415899462884176,0.04415899462884177,0.0,0.013019722772105008,0.016075282484522693,0.013019722772105008,0.013019722772105008,0.007719466574031083,0.013019722772105027,0.0,0.013019722772105008,0.013019722772105008,0.0,0.0,0.0,,0.01301972277210497,0.01301972277210496,0.0,0.013019722772105008,0.44970429009179097,,0.009713778288467206,0.014624361314579525,0.0
HOS,28,3.0276503540974917,0.008014554980380107,0.012876221840807955,0.022743922975441443,0.01412162490137282,0.009504097869793705,0.01692945103594593,0.00788033916668621,12.918548250050733,16.239868636578727,16.239868636578727,12.918548250050733,0.0,0.0,0.00942495864064968,0.013509404012620173,0.01412162490137282,0.022743922975441443,0.006889904073126286,0.011314782182019445,0.24572231657035884,0.2228731282745233,0.022743922975441457,0.022743922975441443,0.0,0.00788033916668621,0.016604894178777817,0.00788033916668621,0.00788033916668621,0.009193171628317115,0.007880339166686243,0.0,0.00788033916668621,0.00788033916668621,0.0,0.0,0.0,,0.007880339166686207,0.007880339166686233,0.0,0.00788033916668621,0.272182087663505,,0.011060596978860731,0.01692945103594593,0.0
HOS,29,3.0276503540974917,0.010115058134266918,0.01162658457785177,0.03263301307398052,0.028079163155027675,0.014200870527664895,0.02630279556752869,0.015077679408175695,18.53555142602093,32.291037628281806,32.29103762828179,18.53555142602093,0.0,0.0,0.012559191628711278,0.021128956301570474,0.028079163155027675,0.03263301307398052,0.015286168324770108,0.016599438671857116,0.2390299554967158,0.23595215276983827,0.03263301307398052,0.03263301307398052,0.0,0.015077679408175695,0.026970931427147533,0.015077679408175695,0.015077679408175695,0.013768619516061162,0.015077679408175676,0.0,0.015077679408175695,0.015077679408175695,0.0,0.0,0.0,,0.015077679408175728,0.015077679408175736,0.0,0.015077679408175695,0.5207769067223996,,0.015652183183134258,0.02630279556752869,0.0
HOS,30,3.0276503540974917,0.005186935846773282,0.011437969176766727,0.04611234827228073,0.055499185852855216,0.00684734114764053,0.018816509524102694,0.022470381881840244,26.19181381865546,63.82406373078347,63.82406373078348,26.19181381865546,0.0,0.0,0.008810682743670549,0.031633249618900336,0.055499185852855216,0.04611234827228073,0.02785919640819337,0.006369525610479565,0.11284824513704092,0.29489789166506947,0.04611234827228073,0.04611234827228073,0.0,0.022470381881840244,0.024044005593567046,0.022470381881840244,0.02247038188184023,0.007098261995830993,0.022470381881840244,0.0,0.022470381881840244,0.022470381881840244,0.0,0.0,0.0,,0.022470381881840255,0.02247038188184027,0.0,0.022470381881840244,0.7761288993513946,,0.011920900394324939,0.018816509524102694,0.0
HOS,31,3.0276503540974917,0.008838629616655762,0.013551177398151489,0.016903038523375262,0.013908211721394089,0.011056925834566432,0.02164403887664285,0.01080698333230102,9.600925881277172,15.994443479603234,15.994443479603222,9.600925881277169,0.0,0.0,0.007894050438883046,0.016124053573515637,0.013908211721394089,0.016903038523375262,0.00922967922687744,0.013631952143805469,0.16332759066555233,0.23034192705187556,0.01690303852337528,0.016903038523375262,0.0,0.01080698333230102,0.021905425169973878,0.01080698333230102,0.010806983332301016,0.010887102730352179,0.01080698333230099,0.0,0.01080698333230102,0.01080698333230102,0.0,0.0,0.0,,0.010806983332301017,0.01080698333230102,0.0,0.01080698333230102,0.3732663525795008,,0.013990751841279184,0.02164403887664285,0.0
HOS,32,3.0276503540974917,0.005444374649354116,0.011986248087065528,0.010898757932160946,0.009560824639113449,0.004521170379560149,0.009364333429672099,0.0049576848956626165,6.190494505467412,10.99494833498042,10.994948334980426,6.190494505467413,0.0,0.0,0.004271807027499953,0.011674049741217923,0.009560824639113449,0.010898757932160946,0.004379828878862475,0.005799249380354795,0.16267763928447274,0.3205246986729314,0.01089875793216093,0.010898757932160946,0.0,0.0049576848956626165,0.009609648148882221,0.0049576848956626165,0.0049576848956626165,0.004402049336385288,0.004957684895662638,0.0,0.0049576848956626165,0.0049576848956626165,0.0,0.0,0.0,,0.004957684895662604,0.004957684895662587,0.0,0.0049576848956626165,0.17123660805330676,,0.007886046386683285,0.009364333429672099,0.0
HOS,33,3.0276503540974917,0.012111571788308828,0.014209415383873625,0.03871638593634777,0.02495852472226074,0.014170277819364467,0.02287687590923895,0.011057669265638339,21.99090721184554,28.702303430599827,28.702303430599823,21.99090721184554,0.0,0.0,0.01390673582844877,0.017269729820886252,0.02495852472226074,0.03871638593634777,0.01115726227770515,0.0167044569452734,0.2365288079860364,0.20209604835777945,0.03871638593634778,0.03871638593634777,0.0,0.011057669265638339,0.02224247701702935,0.011057669265638339,0.011057669265638339,0.01296934132151238,0.01105766926563834,0.0,0.011057669265638339,0.011057669265638339,0.0,0.0,0.0,,0.01105766926563835,0.011057669265638337,0.0,0.011057669265638339,0.38192695487176637,,0.01306339242065704,0.02287687590923895,0.0
HOS,34,3.0276503540974917,0.009049192922480765,0.01745441239825986,0.023477112492687253,0.016289751920865816,0.009910234682630775,0.017823108542981032,0.008873498952344341,13.334999895846341,18.73321470899571,18.73321470899571,13.334999895846359,0.0,0.0,0.009355919064724683,0.014762690045232087,0.016289751920865816,0.023477112492687253,0.008115233328513187,0.011842229874605268,0.22038827537721575,0.22249983945937057,0.023477112492687257,0.023477112492687253,0.0,0.008873498952344341,0.017814799819751728,0.008873498952344341,0.008873498952344341,0.009524085192622711,0.008873498952344364,0.0,0.008873498952344341,0.008873498952344341,0.0,0.0,0.0,,0.00887349895234436,0.008873498952344353,0.0,0.008873498952344341,0.30648598639205965,,0.011720195115255004,0.017823108542981032,0.0
